"","beta.1.1","beta.2.1","beta.1.2","beta.2.2","beta.1.3","beta.2.3","beta.1.4","beta.2.4","beta.1.5","beta.2.5","beta.1.6","beta.2.6","beta.1.7","beta.2.7","beta.1.8","beta.2.8","beta.1.9","beta.2.9","beta.1.10","beta.2.10","beta.1.11","beta.2.11","beta.1.12","beta.2.12","beta.1.13","beta.2.13","beta.1.14","beta.2.14","beta.1.15","beta.2.15","beta.1.16","beta.2.16"
"625",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"626",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"627",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"628",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"629",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"630",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"631",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"632",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"633",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"634",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"635",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"636",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"637",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"638",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"639",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"640",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"641",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"642",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"643",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"644",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"645",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"646",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"647",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"648",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"649",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"650",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"651",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"652",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
"653",-0.331361254908642,-1.21801884321013,1.6543875030602,1.69924090902075,-0.934359558091928,-1.01288972939761,1.59037745593696,-1.28389230669231,-0.561227785547073,-1.51445797376492,1.99441198423478,0.244453499570024,1.88848362043947,1.07199307353767,-0.167357352745129,-1.26768585342028,0.614995375689865,0.899145221955371,1.79362553835464,1.9036234969793,1.63528697594753,-1.37241585460853,-0.620645145594833,0.689437403945074,-0.987669252296703,-1.00098697565723,0.924568535533218,-0.137701719925901,1.83210694862585,0.855798850580445,1.21392061393576,1.32202882026065
